ASV,Health,Disease,Bile,Stone
ASV6156,0,0,0,0.68
ASV6160,0,0,0,0.88
ASV6161,0,0,0,0.68
ASV6162,0,0,0,0.72
ASV6163,0,0,0,0.64
ASV6169,0,0,0.255319149,0.36
ASV6177,0,0,0.085106383,0.92
ASV6204,0.075471698,0.045454545,0,0.68
ASV6207,0,0,0.170212766,0.8
ASV6208,0,0,0.106382979,0.52
ASV6214,0,0,0,0.72
ASV6215,0,0,0,0.72
ASV6216,0,0,0,0.64
ASV6222,0,0,0,0.68
ASV6223,0,0,0,0.64
ASV6225,0,0,0,0.72
ASV6237,0,0,0,0.64
ASV6239,0,0,0.340425532,0.4
ASV6240,0,0,0.042553191,0.8
ASV6266,0,0,0.127659574,0.72
ASV6287,0,0.060606061,0,0.6
ASV6295,0,0,0,0.72
ASV6296,0,0,0,0.72
ASV6297,0,0,0,0.68
ASV6298,0,0,0,0.68
ASV6299,0,0,0,0.68
ASV6301,0,0,0,0.68
ASV6318,0,0,0.276595745,0.48
ASV6338,0.018867925,0,0.063829787,0.72
ASV6349,0,0,0.255319149,0.44
ASV6351,0,0.090909091,0.170212766,0.4
ASV6371,0,0,0,0.68
ASV6375,0,0,0,0.72
ASV6427,0,0,0.127659574,0.72
ASV6448,0,0,0,0.96
ASV6449,0,0,0,0.68
ASV6450,0,0,0.106382979,0.6
ASV6453,0,0,0,0.92
ASV6464,0,0,0,0.6
ASV6469,0,0,0.170212766,0.6
ASV6492,0,0,0.063829787,0.8
ASV6501,0,0.015151515,0.382978723,0.36
ASV6548,0,0,0,0.68
ASV6549,0,0,0,0.72
ASV6550,0,0,0,0.6
ASV6551,0,0,0,0.64
ASV6555,0,0.045454545,0.106382979,0.56
ASV6559,0,0,0.191489362,0.52
ASV6571,0,0,0.127659574,0.4
ASV6589,0.075471698,0,0.042553191,0.76
ASV6596,0,0,0.085106383,0.8
ASV6601,0,0,0,0.68
ASV6603,0,0,0,0.68
ASV6608,0.056603774,0,0,0.88
ASV6615,0,0,0,0.6
ASV6618,0,0,0,0.6
ASV6619,0,0,0,0.92
ASV6620,0,0,0,0.6
ASV6621,0,0,0,1.08
ASV6627,0,0,0,0.92
ASV6630,0,0,0,0.6
ASV6635,0,0,0,0.68
ASV6637,0,0,0,0.64
ASV6648,0,0,0.14893617,0.64
ASV6649,0,0,0.127659574,0.72
ASV6683,0,0.03030303,0.021276596,0.56
ASV6696,0,0,0,0.6
ASV6704,0,0,0,0.64
ASV6706,0,0,0,0.64
ASV6708,0,0,0,0.64
ASV6716,0,0,0,0.88
ASV6717,0,0,0,0.56
ASV6720,0,0,0,1.04
ASV6723,0,0,0,0.56
ASV6735,0,0,0.127659574,0.32
ASV6757,0,0,0.234042553,0.4
ASV6777,0,0,0,0.64
ASV6787,0,0,0,0.68
ASV6790,0,0,0,0.64
ASV6791,0,0,0,0.64
ASV6792,0,0,0,0.6
ASV6793,0,0,0,0.68
ASV6794,0,0,0,0.56
ASV6795,0,0,0,0.56
ASV6796,0,0,0,0.64
ASV6799,0,0,0,0.64
ASV6829,0,0,0.085106383,0.6
ASV6841,0,0,0.382978723,0.4
ASV6849,0,0,0.127659574,0.68
ASV6853,0,0,0.14893617,0.6
ASV6858,0,0,0,0.52
ASV6874,0,0,0,0.52
ASV6895,0,0,0.127659574,0.36
ASV6927,0,0,0.106382979,0.52
ASV6931,0,0,0.14893617,0.4
ASV6939,0,0.106060606,0.127659574,0.4
ASV6944,0,0,0,0.56
ASV6946,0,0,0,0.56
ASV6947,0,0,0,0.68
ASV6948,0,0,0,0.6
ASV6960,0,0,0,0.68
ASV6961,0,0,0,0.56
ASV6971,0,0,0,0.88
ASV6972,0,0,0,0.64
ASV6998,0,0,0.29787234,0.24
ASV7020,0,0,0.127659574,0.72
ASV7031,0,0,0,0.6
ASV7034,0,0,0,0.6
ASV7041,0.056603774,0,0,0.52
ASV7053,0,0,0,0.64
ASV7056,0,0,0,0.64
ASV7058,0,0,0,0.6
ASV7059,0,0,0,0.52
ASV7078,0,0,0,0.64
ASV7079,0,0,0,0.64
ASV7080,0,0,0,0.52
ASV7082,0,0,0,0.6
ASV7117,0,0,0.085106383,0.64
ASV7139,0,0,0.127659574,0.52
ASV7165,0,0,0,0.52
ASV7166,0,0,0,0.64
ASV7168,0,0,0,0.56
ASV7224,0,0,0.106382979,0.52
ASV7226,0,0,0.085106383,0.56
ASV7231,0,0,0,0.72
ASV7248,0,0.015151515,0,0.6
ASV7254,0,0,0,0.64
ASV7255,0,0,0,0.56
ASV7261,0,0,0,0.56
ASV7270,0,0,0,0.52
ASV7277,0,0,0,0.64
ASV7280,0,0,0,0.6
ASV7291,0,0,0.212765957,0.28
ASV7370,0,0,0,0.56
ASV7371,0,0,0,0.48
ASV7389,0,0,0,0.48
ASV7391,0,0,0,0.56
ASV7392,0,0,0,0.56
ASV7407,0,0,0.042553191,0.68
ASV7430,0,0,0.170212766,0.68
ASV7437,0,0,0.085106383,0.6
ASV7452,0,0,0.085106383,0.6
ASV7492,0,0,0,0.8
ASV7494,0,0,0,0.52
ASV7500,0,0,0,0.56
ASV7502,0,0,0,0.64
ASV7511,0,0.106060606,0,0.32
ASV7541,0,0,0.021276596,0.56
ASV7548,0,0,0.170212766,0.48
ASV7606,0,0,0,0.72
ASV7610,0,0,0,0.84
ASV7613,0,0,0,0.48
ASV7617,0,0,0,0.56
ASV7619,0,0,0,0.44
ASV7620,0,0,0,0.8
ASV7622,0,0,0,0.56
ASV7623,0,0,0,0.52
ASV7624,0,0,0,0.56
ASV7654,0,0,0.063829787,0.64
ASV7667,0,0.045454545,0.063829787,0.36
ASV7673,0.056603774,0.060606061,0.106382979,0.28
ASV7676,0.037735849,0,0.021276596,0.4
ASV7706,0,0,0,0.48
ASV7722,0,0,0,0.48
ASV7724,0,0,0,0.48
ASV7726,0,0,0,0.48
ASV7727,0,0,0,0.44
ASV7750,0,0,0,0.44
ASV7752,0,0,0,0.44
ASV7796,0.018867925,0,0.063829787,0.32
ASV7815,0,0,0.042553191,0.76
ASV7818,0,0,0.170212766,0.36
ASV7822,0,0,0.085106383,0.32
ASV7833,0,0,0,0.52
ASV7834,0,0,0,0.44
ASV7835,0,0,0,0.52
ASV7836,0,0,0,0.6
ASV7878,0.018867925,0.060606061,0.063829787,0.28
ASV7886,0,0,0.085106383,0.4
ASV7939,0,0,0,0.48
ASV7942,0,0,0,0.52
ASV7943,0,0,0,0.48
ASV7946,0,0,0,0.48
ASV7961,0,0,0,0.56
ASV7966,0,0,0,0.4
ASV8071,0,0,0,0.44
ASV8083,0,0,0,0.48
ASV8091,0,0,0,0.44
ASV8106,0,0,0,0.36
ASV8108,0,0,0,0.44
ASV8133,0,0,0,0.6
ASV8141,0,0,0.085106383,0.36
ASV8218,0,0,0,0.64
ASV8219,0,0,0,0.48
ASV8231,0,0,0,0.44
ASV8233,0,0,0,0.48
ASV8235,0,0,0,0.4
ASV8236,0,0,0,0.4
ASV8238,0,0,0.042553191,0.48
ASV8257,0,0,0,0.44
ASV8258,0,0,0,0.4
ASV8259,0,0,0,0.44
ASV8320,0,0,0.063829787,0.44
ASV8337,0,0,0,0.44
ASV8339,0,0,0,0.44
ASV8340,0,0,0,0.44
ASV8341,0,0,0,0.36
ASV8342,0,0,0,0.44
ASV8347,0,0,0,0.44
ASV8374,0,0,0.042553191,0.4
ASV8402,0,0,0.106382979,0.28
ASV8471,0,0,0.042553191,0.48
ASV8485,0,0,0,0.68
ASV8486,0,0,0,0.68
ASV8488,0,0,0,0.52
ASV8489,0,0,0,0.36
ASV8490,0,0,0,0.6
ASV8491,0,0,0,0.44
ASV8492,0,0,0,0.44
ASV8493,0,0,0,0.44
ASV8495,0,0,0,0.48
ASV8496,0,0,0,0.36
ASV8516,0,0,0,0.44
ASV8518,0,0,0,0.52
ASV8534,0,0,0,0.64
ASV8549,0,0,0,0.68
ASV8562,0,0,0.106382979,0.44
ASV8565,0,0,0.063829787,0.56
ASV8589,0,0,0.085106383,0.24
ASV8610,0.037735849,0,0.106382979,0.24
ASV8650,0,0,0.106382979,0.4
ASV8657,0.037735849,0,0,0.44
ASV8672,0,0,0,0.4
ASV8688,0,0,0,0.44
ASV8708,0,0,0,0.36
ASV8754,0,0,0.021276596,0.6
ASV8771,0,0,0.063829787,0.32
ASV8815,0,0,0.042553191,0.36
ASV8823,0,0,0.063829787,0.4
ASV8827,0,0,0,0.48
ASV8832,0,0,0,0.64
ASV8848,0,0,0,0.4
ASV8854,0,0,0,0.4
ASV8855,0,0,0,0.4
ASV8869,0,0,0,0.44
ASV8957,0,0,0,0.48
ASV8962,0,0,0.085106383,0.44
ASV8970,0,0,0,0.36
ASV8982,0,0,0,0.44
ASV8984,0,0,0,0.36
ASV9003,0,0,0,0.44
ASV9005,0,0,0,0.36
ASV9026,0,0,0,0.44
ASV9045,0,0,0.042553191,0.4
ASV9046,0,0,0.021276596,0.56
ASV9123,0,0,0.085106383,0.44
ASV9140,0.094339623,0,0,0.2
ASV9166,0,0.015151515,0,0.52
ASV9198,0,0,0,0.36
ASV9200,0,0,0,0.4
ASV9201,0,0,0,0.36
ASV9203,0,0,0,0.44
ASV9206,0,0,0,0.36
ASV9328,0,0,0,0.32
ASV9329,0,0,0,0.36
ASV9330,0,0,0,0.36
ASV9333,0,0,0,0.32
ASV9519,0,0,0,0.32
ASV9520,0,0,0,0.4
ASV9521,0,0,0,0.48
ASV9546,0.018867925,0,0,0.44
ASV9553,0,0,0,0.48
ASV9575,0,0,0,0.52
ASV9576,0,0,0,0.64
ASV9578,0,0,0,0.4
ASV9707,0,0,0.063829787,0.32
ASV9720,0,0,0,0.28
ASV9724,0,0,0,0.28
ASV9725,0,0,0,0.32
ASV9726,0,0,0,0.36
ASV9727,0,0,0,0.28
ASV9728,0,0,0,0.36
ASV9729,0,0,0,0.32
ASV9731,0,0,0,0.32
ASV9733,0,0,0,0.28
ASV9735,0,0,0,0.32
ASV9736,0,0,0,0.36
ASV9737,0,0,0,0.28
ASV9765,0,0,0,0.36
ASV9767,0,0,0,0.28
ASV9781,0,0,0,0.32
ASV9799,0,0,0,0.32
ASV9885,0,0,0.021276596,0.4
ASV9963,0,0,0,0.36
ASV9969,0,0,0,0.32
ASV9971,0,0,0,0.4
ASV9972,0,0,0,0.4
ASV9973,0,0,0,0.32
ASV9974,0,0,0,0.32
ASV9975,0,0,0,0.32
ASV9976,0,0,0,0.44
ASV9977,0,0,0,0.28
ASV9987,0,0,0,0.28
ASV10009,0,0,0,0.28
ASV10010,0,0,0,0.36
ASV10017,0,0,0,0.52
ASV10040,0,0,0,0.36
ASV10041,0,0,0,0.4
ASV10042,0,0,0,0.36
ASV10043,0,0,0,0.28
ASV10071,0,0,0.042553191,0.32
ASV10084,0,0,0.106382979,0.32
ASV10200,0,0,0,0.36
ASV10201,0,0,0,0.4
ASV10202,0,0,0,0.32
ASV10204,0,0,0,0.36
ASV10206,0,0,0,0.36
ASV10207,0,0,0,0.48
ASV10208,0,0,0,0.36
ASV10209,0,0,0,0.32
ASV10213,0,0,0,0.28
ASV10215,0,0,0,0.4
ASV10221,0,0,0,0.32
ASV10224,0,0,0,0.28
ASV10324,0,0,0.021276596,0.48
ASV10330,0,0,0.085106383,0.32
ASV10400,0,0,0.063829787,0.32
ASV10451,0,0,0,0.4
ASV10452,0,0,0,0.24
ASV10455,0,0,0,0.32
ASV10459,0,0,0,0.28
ASV10461,0,0,0,0.28
ASV10462,0,0,0,0.28
ASV10463,0,0,0,0.48
ASV10464,0,0,0,0.4
ASV10471,0,0,0,0.48
ASV10490,0.018867925,0,0,0.32
ASV10542,0,0,0,0.36
ASV10669,0,0,0,0.32
ASV10670,0,0,0,0.32
ASV10673,0,0,0,0.36
ASV10675,0,0,0,0.28
ASV10679,0,0,0,0.28
ASV10681,0,0,0,0.28
ASV10683,0,0,0,0.28
ASV10685,0,0,0,0.36
ASV10726,0,0,0,0.36
ASV10750,0,0.03030303,0,0.24
ASV10933,0,0,0,0.28
ASV10935,0,0,0,0.32
ASV10937,0,0,0,0.24
ASV10939,0,0,0,0.28
ASV10944,0,0,0,0.36
ASV10946,0,0,0,0.32
ASV10954,0,0,0,0.32
ASV10958,0,0,0,0.28
ASV11002,0,0,0,0.44
ASV11107,0,0,0.021276596,0.2
ASV11213,0,0,0,0.28
ASV11217,0,0,0,0.28
ASV11218,0,0,0,0.24
ASV11224,0,0,0,0.2
ASV11228,0,0,0,0.24
ASV11230,0,0,0,0.28
ASV11231,0,0,0,0.2
ASV11232,0,0,0,0.28
ASV11332,0,0,0,0.4
ASV11441,0,0.090909091,0,0.16
ASV11492,0,0,0,0.16
ASV11493,0,0,0,0.2
ASV11495,0,0,0,0.24
ASV11500,0,0,0,0.2
ASV11501,0,0,0,0.24
ASV11502,0,0,0,0.36
ASV11503,0,0,0,0.4
ASV11506,0,0,0,0.24
ASV11524,0,0,0,0.24
ASV11802,0,0,0,0.28
ASV11807,0,0,0,0.32
ASV11814,0,0,0,0.36
ASV11816,0,0,0,0.2
ASV11817,0,0,0,0.24
ASV11822,0,0,0,0.28
ASV11823,0,0,0,0.2
ASV11824,0,0,0,0.2
ASV11827,0,0,0,0.32
ASV11831,0,0,0,0.36
ASV11833,0,0,0,0.2
ASV11881,0,0,0,0.24
ASV11920,0,0,0,0.28
ASV12098,0,0,0.021276596,0.28
ASV12169,0,0,0,0.24
ASV12170,0,0,0,0.36
ASV12184,0,0,0,0.24
ASV12186,0,0,0,0.36
ASV12187,0,0,0,0.24
ASV12188,0,0,0,0.24
ASV12189,0,0,0,0.32
ASV12205,0,0,0,0.24
ASV12206,0,0,0,0.16
ASV12500,0,0,0.021276596,0.16
ASV12526,0,0,0,0.2
ASV12528,0,0,0,0.24
ASV12529,0,0,0,0.2
ASV12531,0,0,0,0.24
ASV12540,0,0,0,0.28
ASV12556,0,0,0,0.24
ASV12562,0,0,0,0.16
ASV12563,0,0,0,0.32
ASV12566,0,0,0,0.32
ASV12567,0,0,0,0.2
ASV12646,0,0,0,0.36
ASV12653,0,0,0.042553191,0.16
ASV12668,0,0,0,0.44
ASV12775,0,0,0.063829787,0.24
ASV12941,0,0,0,0.36
ASV12960,0,0,0,0.24
ASV12962,0,0,0,0.16
ASV12970,0,0,0,0.2
ASV12972,0,0,0,0.2
ASV12976,0,0,0,0.36
ASV12981,0,0,0,0.28
ASV12983,0,0,0,0.16
ASV12986,0,0,0,0.16
ASV13040,0,0,0,0.16
ASV13042,0,0,0,0.28
ASV13112,0,0,0,0.2
ASV13113,0,0,0,0.28
ASV13115,0,0,0,0.2
ASV13116,0,0,0,0.16
ASV13125,0,0,0,0.36
ASV13133,0,0,0,0.44
ASV13193,0,0,0.021276596,0.2
ASV13381,0,0,0,0.16
ASV13384,0,0,0,0.2
ASV13387,0,0,0,0.2
ASV13388,0,0,0,0.2
ASV13391,0,0,0,0.2
ASV13397,0,0,0,0.24
ASV13425,0,0,0,0.28
ASV13428,0,0,0,0.16
ASV13429,0,0,0,0.32
ASV13498,0,0,0,0.28
ASV13873,0,0,0,0.2
ASV13907,0,0,0,0.2
ASV13915,0,0,0,0.16
ASV13920,0,0,0,0.28
ASV13924,0,0,0,0.2
ASV13926,0,0,0,0.16
ASV14409,0,0,0,0.16
ASV14418,0,0,0,0.16
ASV14425,0,0,0,0.2
ASV14431,0,0,0,0.24
ASV14434,0,0,0,0.24
ASV14659,0,0,0.021276596,0.12
ASV14928,0,0,0,0.16
ASV14936,0,0,0,0.16
ASV14937,0,0,0,0.12
ASV14957,0,0,0,0.16
ASV14959,0,0,0,0.2
ASV14983,0,0,0,0.16
ASV14995,0,0,0,0.16
ASV15621,0,0,0,0.2
ASV15622,0,0,0,0.12
ASV15631,0,0,0,0.12
ASV15635,0,0,0,0.2
ASV15637,0,0,0,0.16
ASV15640,0,0,0,0.24
ASV15643,0,0,0,0.12
ASV15644,0,0,0,0.16
ASV15647,0,0,0,0.12
ASV15934,0,0,0,0.24
ASV16312,0,0,0,0.2
ASV16368,0,0,0,0.12
ASV16499,0,0,0,0.2
ASV17089,0,0,0,0.16
ASV17092,0,0,0,0.16
ASV17095,0,0,0,0.16
ASV17096,0,0,0,0.2
ASV17154,0,0,0,0.16
ASV18016,0,0,0,0.16
ASV18107,0,0,0,0.12
ASV18114,0,0,0,0.16
ASV18118,0,0,0,0.2
ASV19151,0,0,0,0.2
ASV19539,0,0,0,0.16
ASV20533,0,0,0,0.16
ASV20567,0,0,0,0.2
